Identifiant de l'élément,Nom base français,Nom base anglais,Nom attribut français,Nom attribut anglais,Nom frontière français,Nom frontière anglais,Code de la catégorie,Tags français,Tags anglais,Unité français,Unité anglais,Source,Date de création,Date de modification,Période de validité,Incertitude,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Total poste non décomposé
41245,Palmier,Biscuit ( puff pastry),artisanal,palmier,,from bakery,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Céréales de petit-déjeuner et biscuits","Agribalyse,Palmier,céréales de petit-déjeuner et biscuits","Agribalyse,Biscuit ( puff pastry),céréales de petit-déjeuner et biscuits",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,2.85
42175,Palmier à huile,Palm fruit bunch,fruit,average,"alimentation animale moyen, animal, à la ferme/MY U","animal feed, at farm gate/MY U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Oléagineux,"Agribalyse,Palmier à huile","Agribalyse,Palm fruit bunch",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,1.06
42176,Palmier à huile,Palm fruit bunch,fruit,with deforestation,"avec déforestation, sur des terres récemment transformé, alimentation animale, à la ferme/MY U","on land recently transformed, animal feed, at farm gate/MY U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Oléagineux,"Agribalyse,Palmier à huile","Agribalyse,Palm fruit bunch",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,1.57
42177,Palmier à huile,Palm fruit bunch,fruit,without deforestation,"sans déforestation, alimentation animale, à la ferme/MY U","animal feed, at farm gate/MY U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Oléagineux,"Agribalyse,Palmier à huile","Agribalyse,Palm fruit bunch",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.109
40511,Pamplemousse chinois,Pummelo,pulpe,pulp,cru,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Pamplemousse chinois","Agribalyse,fruits,Pummelo",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.859
40050,Pan bagnat,Large round sandwich with lettuce,,tuna,,anchovy and black olives,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Sandwichs","Agribalyse,Pan bagnat,sandwichs","Agribalyse,Large round sandwich with lettuce,sandwichs",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.87
39906,Panaché (limonade et bière),Shandy (beer + lemonade),,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées","Agribalyse,boisson alcoolisées,Panaché (limonade et bière)","Agribalyse,boisson alcoolisées,Shandy (beer + lemonade)",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,Livraison : Glacé - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,1.0
39907,Panaché préemballé (<1° alc.),Shandy,,prepacked (<1° alcohol),,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées","Agribalyse,boisson alcoolisées,Panaché préemballé (<1° alc.)","Agribalyse,Shandy,boisson alcoolisées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,Livraison : Glacé - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,1.0
40512,Panais,Parsnip,cru,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Panais","Agribalyse,légumes,Parsnip",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.459
40513,Panais,Parsnip,cuit,cooked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Panais","Agribalyse,légumes,Parsnip",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Cuisson à l'eau,Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Cuisson à l'eau,0.936
41768,Pancetta ou Poitrine roulée sèche,Pancetta,,dried,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Pancetta ou Poitrine roulée sèche,charcuteries","Agribalyse,Pancetta,charcuteries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,17.9
41769,Panga,Pangasius,Pangasius,filets,"ou poisson-chat du Mékong, filet, cuit",cooked,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons cuits","Agribalyse,Panga,poissons cuits","Agribalyse,Pangasius,poissons cuits",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Four,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Four,17.0
41770,Pangasius ou Poisson-chat,Brown bullhead,cru,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus","Agribalyse,Pangasius ou Poisson-chat,poissons crus","Agribalyse,Brown bullhead,poissons crus",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.7,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,12.7
40842,Panna cotta,Panna cotta,rayon frais,refrigerated,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Produits laitiers frais et assimilés","Agribalyse,Panna cotta,produits laitiers frais et assimilés","Agribalyse,Panna cotta,produits laitiers frais et assimilés",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.1,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Pas de préparation,1.92
40514,Papaye,Papaya,pulpe,pulp,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Papaye","Agribalyse,fruits,Papaya",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.858
39657,Paprika,Paprika,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Epices","Agribalyse,épices,Paprika","Agribalyse,Paprika,épices",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,4.3,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,9.19
40051,Parmentier de canard,Shepherd's pie with duck,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,plats composés,Parmentier de canard","Agribalyse,plats composés,Shepherd's pie with duck",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,4.93
40052,Parmentier de canard,Shepherd's pie with duck,cuit,cooked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,plats composés,Parmentier de canard","Agribalyse,plats composés,Shepherd's pie with duck",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,4.93
40843,Parmesan,Parmesan cheese,,from cow's milk,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Lait et produits laitiers > Fromages","Agribalyse,Parmesan,fromages","Agribalyse,Parmesan cheese,fromages",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,1.8,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Pas de préparation,6.19
40515,Pastèque,Watermelon,pulpe,pulp,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Pastèque","Agribalyse,fruits,Watermelon",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.643
40053,Pastilla au poulet,Pastilla,,filled with chicken (pie),,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pastilla au poulet,pizzas,tartes et crêpes salées","Agribalyse,Pastilla,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,3.88
39908,Pastis,Pastis (anise-flavoured spirit),,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Boissons > Boissons alcoolisées","Agribalyse,Pastis,boisson alcoolisées","Agribalyse,Pastis (anise-flavoured spirit),boisson alcoolisées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.3,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,1.12
40516,Patate douce,Sweet potato,crue,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules","Agribalyse,Patate douce,pommes de terre et autres tubercules","Agribalyse,Sweet potato,pommes de terre et autres tubercules",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.305
40517,Patate douce,Sweet potato,cuite,cooked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules","Agribalyse,Patate douce,pommes de terre et autres tubercules","Agribalyse,Sweet potato,pommes de terre et autres tubercules",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Carton - Préparation : Cuisson à l'eau,Livraison : Ambiant (moyen) - Matériau d'emballage : Carton - Préparation : Cuisson à l'eau,0.711
40518,Patate douce,Sweet potato,purée,puree,cuisinée à la crème,cooked with cream,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Pommes de terre et autres tubercules","Agribalyse,Patate douce,pommes de terre et autres tubercules","Agribalyse,Sweet potato,pommes de terre et autres tubercules",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.0,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Carton - Préparation : Micro-onde,Livraison : Ambiant (moyen) - Matériau d'emballage : Carton - Préparation : Micro-onde,0.919
41246,Pâte à pizza crue,Pizza base,,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Farines et pâtes à tarte","Agribalyse,farines et pâtes à tarte,Pâte à pizza crue","Agribalyse,farines et pâtes à tarte,Pizza base",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Four,Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Four,1.13
41247,Pâte à pizza cuite,Pizza base,,cooked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Farines et pâtes à tarte","Agribalyse,farines et pâtes à tarte,Pâte à pizza cuite","Agribalyse,farines et pâtes à tarte,Pizza base",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Four,Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Four,1.13
41248,Pâte à pizza fine,Thin-crust pizza shell,crue,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits céréaliers > Farines et pâtes à tarte","Agribalyse,farines et pâtes à tarte,Pâte à pizza fine","Agribalyse,farines et pâtes à tarte,Thin-crust pizza shell",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Four,Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Four,1.13
41379,Pâte à tartiner chocolat et noisette,Chocolate spread with hazelnuts,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Produits sucrés > Chocolats et produits à base de chocolat","Agribalyse,Pâte à tartiner chocolat et noisette,chocolats et produits à base de chocolat","Agribalyse,Chocolate spread with hazelnuts,chocolats et produits à base de chocolat",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PVC - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : PVC - Préparation : Pas de préparation,7.67
41771,Pâté au poivre vert,Pâté w green pepper,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Charcuteries","Agribalyse,Pâté au poivre vert,charcuteries","Agribalyse,Pâté w green pepper,charcuteries",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,5.31
